Request_id,Pickup_point,Driver id,Status,Request_timestamp,Drop_timestamp,Request_date,Request_time,Drop_date,Drop_time,Request_hour,Request_day,Time_slot,Trip_completed
2510,City,163,Trip Completed,12-07-2016 21:01,12-07-2016 21:50,12-07-2016,21:01:00,12-07-2016,21:50:00,21,Tuesday,Night,TRUE
3969,Airport,163,Trip Completed,13-07-2016 22:58,13-07-2016 23:58,13-07-2016,22:58:22,13-07-2016,23:58:00,22,Wednesday,Night,TRUE
4397,City,163,Trip Completed,14-07-2016 07:56,14-07-2016 08:57,14-07-2016,07:56:05,14-07-2016,08:57:30,7,Thursday,Early Morning,TRUE
5326,City,163,Trip Completed,14-07-2016 22:09,14-07-2016 23:13,14-07-2016,22:09:30,14-07-2016,23:13:16,22,Thursday,Night,TRUE
5987,City,163,Trip Completed,15-07-2016 11:42,15-07-2016 12:49,15-07-2016,11:42:14,15-07-2016,12:49:39,11,Friday,Morning,TRUE
6152,Airport,163,Trip Completed,15-07-2016 16:15,15-07-2016 17:16,15-07-2016,16:15:34,15-07-2016,17:16:45,16,Friday,Evening,TRUE
6317,City,163,Trip Completed,15-07-2016 18:35,15-07-2016 19:05,15-07-2016,18:35:57,15-07-2016,19:05:06,18,Friday,Evening,TRUE
602,City,164,Trip Completed,11-07-2016 11:38,11-07-2016 12:57,11-07-2016,11:38:00,11-07-2016,12:57:00,11,Monday,Morning,TRUE
981,City,164,Trip Completed,11-07-2016 19:01,11-07-2016 19:39,11-07-2016,19:01:00,11-07-2016,19:39:00,19,Monday,Evening,TRUE
1317,Airport,164,Trip Completed,11-07-2016 22:57,11-07-2016 23:52,11-07-2016,22:57:00,11-07-2016,23:52:00,22,Monday,Night,TRUE
2112,Airport,164,Trip Completed,12-07-2016 16:32,12-07-2016 17:03,12-07-2016,16:32:00,12-07-2016,17:03:00,16,Tuesday,Evening,TRUE
2365,City,164,Trip Completed,12-07-2016 19:34,12-07-2016 20:12,12-07-2016,19:34:00,12-07-2016,20:12:00,19,Tuesday,Evening,TRUE
2849,City,164,Trip Completed,13-07-2016 05:29,13-07-2016 06:34,13-07-2016,05:29:42,13-07-2016,06:34:27,5,Wednesday,Early Morning,TRUE
4573,City,164,Trip Completed,14-07-2016 09:47,14-07-2016 10:47,14-07-2016,09:47:53,14-07-2016,10:47:05,9,Thursday,Morning,TRUE
5095,City,164,Trip Completed,14-07-2016 19:48,14-07-2016 20:55,14-07-2016,19:48:45,14-07-2016,20:55:36,19,Thursday,Evening,TRUE
741,Airport,165,Trip Completed,11-07-2016 15:39,11-07-2016 16:27,11-07-2016,15:39:00,11-07-2016,16:27:00,15,Monday,Afternoon,TRUE
1873,City,165,Trip Completed,12-07-2016 09:59,12-07-2016 10:44,12-07-2016,09:59:00,12-07-2016,10:44:00,9,Tuesday,Morning,TRUE
2134,Airport,165,Trip Completed,12-07-2016 17:14,12-07-2016 17:44,12-07-2016,17:14:00,12-07-2016,17:44:00,17,Tuesday,Evening,TRUE
3461,Airport,165,Trip Completed,13-07-2016 17:04,13-07-2016 18:07,13-07-2016,17:04:19,13-07-2016,18:07:53,17,Wednesday,Evening,TRUE
3711,Airport,165,Trip Completed,13-07-2016 19:47,13-07-2016 20:46,13-07-2016,19:47:15,13-07-2016,20:46:01,19,Wednesday,Evening,TRUE
5001,Airport,165,Trip Completed,14-07-2016 18:59,14-07-2016 19:35,14-07-2016,18:59:05,14-07-2016,19:35:00,18,Thursday,Evening,TRUE
248,City,166,Trip Completed,11-07-2016 06:38,11-07-2016 07:45,11-07-2016,06:38:00,11-07-2016,07:45:00,6,Monday,Early Morning,TRUE
1321,Airport,166,Trip Completed,11-07-2016 23:01,12-07-2016 00:05,11-07-2016,23:01:00,12-07-2016,00:05:00,23,Monday,Night,TRUE
1997,City,166,Trip Completed,12-07-2016 13:02,12-07-2016 13:57,12-07-2016,13:02:00,12-07-2016,13:57:00,13,Tuesday,Afternoon,TRUE
2544,City,166,Trip Completed,12-07-2016 21:22,12-07-2016 21:51,12-07-2016,21:22:00,12-07-2016,21:51:00,21,Tuesday,Night,TRUE
3863,City,166,Trip Completed,13-07-2016 21:44,13-07-2016 22:50,13-07-2016,21:44:48,13-07-2016,22:50:38,21,Wednesday,Night,TRUE
4336,City,166,Trip Completed,14-07-2016 07:14,14-07-2016 08:34,14-07-2016,07:14:05,14-07-2016,08:34:21,7,Thursday,Early Morning,TRUE
4754,City,166,Trip Completed,14-07-2016 15:24,14-07-2016 16:18,14-07-2016,15:24:45,14-07-2016,16:18:25,15,Thursday,Afternoon,TRUE
6620,City,166,Trip Completed,15-07-2016 21:48,15-07-2016 22:36,15-07-2016,21:48:02,15-07-2016,22:36:08,21,Friday,Night,TRUE
500,Airport,167,Trip Completed,11-07-2016 09:38,11-07-2016 10:12,11-07-2016,09:38:00,11-07-2016,10:12:00,9,Monday,Morning,TRUE
1518,City,167,Trip Completed,12-07-2016 05:50,12-07-2016 06:38,12-07-2016,05:50:00,12-07-2016,06:38:00,5,Tuesday,Early Morning,TRUE
3082,City,167,Trip Completed,13-07-2016 08:10,13-07-2016 08:50,13-07-2016,08:10:03,13-07-2016,08:50:37,8,Wednesday,Morning,TRUE
3478,Airport,167,Trip Completed,13-07-2016 17:19,13-07-2016 17:53,13-07-2016,17:19:57,13-07-2016,17:53:56,17,Wednesday,Evening,TRUE
4539,City,167,Trip Completed,14-07-2016 09:35,14-07-2016 10:46,14-07-2016,09:35:42,14-07-2016,10:46:02,9,Thursday,Morning,TRUE
4791,City,167,Trip Completed,14-07-2016 16:43,14-07-2016 17:32,14-07-2016,16:43:10,14-07-2016,17:32:58,16,Thursday,Evening,TRUE
5263,City,167,Trip Completed,14-07-2016 21:30,14-07-2016 21:59,14-07-2016,21:30:34,14-07-2016,21:59:26,21,Thursday,Night,TRUE
1679,City,168,Trip Completed,12-07-2016 07:46,12-07-2016 08:24,12-07-2016,07:46:00,12-07-2016,08:24:00,7,Tuesday,Early Morning,TRUE
2276,Airport,168,Trip Completed,12-07-2016 18:38,12-07-2016 19:46,12-07-2016,18:38:00,12-07-2016,19:46:00,18,Tuesday,Evening,TRUE
2747,Airport,168,Trip Completed,13-07-2016 03:17,13-07-2016 03:54,13-07-2016,03:17:00,13-07-2016,03:54:54,3,Wednesday,Late Night,TRUE
3370,City,168,Trip Completed,13-07-2016 13:56,13-07-2016 14:56,13-07-2016,13:56:50,13-07-2016,14:56:07,13,Wednesday,Afternoon,TRUE
3741,Airport,168,Trip Completed,13-07-2016 20:14,13-07-2016 21:21,13-07-2016,20:14:21,13-07-2016,21:21:35,20,Wednesday,Night,TRUE
4266,Airport,168,Trip Completed,14-07-2016 06:10,14-07-2016 06:56,14-07-2016,06:10:03,14-07-2016,06:56:04,6,Thursday,Early Morning,TRUE
5596,City,168,Trip Completed,15-07-2016 06:08,15-07-2016 06:51,15-07-2016,06:08:33,15-07-2016,06:51:04,6,Friday,Early Morning,TRUE
5961,Airport,168,Trip Completed,15-07-2016 10:55,15-07-2016 11:54,15-07-2016,10:55:52,15-07-2016,11:54:35,10,Friday,Morning,TRUE
6418,City,168,Trip Completed,15-07-2016 19:45,15-07-2016 20:22,15-07-2016,19:45:28,15-07-2016,20:22:56,19,Friday,Evening,TRUE
759,City,169,Trip Completed,11-07-2016 16:16,11-07-2016 16:47,11-07-2016,16:16:00,11-07-2016,16:47:00,16,Monday,Evening,TRUE
2524,Airport,169,Trip Completed,12-07-2016 21:09,12-07-2016 21:55,12-07-2016,21:09:00,12-07-2016,21:55:00,21,Tuesday,Night,TRUE
2769,Airport,169,Trip Completed,13-07-2016 04:13,13-07-2016 05:06,13-07-2016,04:13:56,13-07-2016,05:06:39,4,Wednesday,Early Morning,TRUE
5071,Airport,169,Trip Completed,14-07-2016 19:30,14-07-2016 20:17,14-07-2016,19:30:33,14-07-2016,20:17:28,19,Thursday,Evening,TRUE
5287,City,169,Trip Completed,14-07-2016 21:46,14-07-2016 22:35,14-07-2016,21:46:45,14-07-2016,22:35:39,21,Thursday,Night,TRUE
33,Airport,170,Trip Completed,11-07-2016 02:17,11-07-2016 03:31,11-07-2016,02:17:00,11-07-2016,03:31:00,2,Monday,Late Night,TRUE
2692,City,170,Trip Completed,13-07-2016 00:42,13-07-2016 01:40,13-07-2016,00:42:20,13-07-2016,01:40:54,0,Wednesday,Late Night,TRUE
2835,City,170,Trip Completed,13-07-2016 05:19,13-07-2016 06:24,13-07-2016,05:19:47,13-07-2016,06:24:44,5,Wednesday,Early Morning,TRUE
3122,Airport,170,Trip Completed,13-07-2016 08:37,13-07-2016 09:13,13-07-2016,08:37:13,13-07-2016,09:13:33,8,Wednesday,Morning,TRUE
3465,City,170,Trip Completed,13-07-2016 17:12,13-07-2016 18:03,13-07-2016,17:12:20,13-07-2016,18:03:50,17,Wednesday,Evening,TRUE
3857,City,170,Trip Completed,13-07-2016 21:34,13-07-2016 22:46,13-07-2016,21:34:05,13-07-2016,22:46:22,21,Wednesday,Night,TRUE
4343,Airport,170,Trip Completed,14-07-2016 07:17,14-07-2016 08:07,14-07-2016,07:17:34,14-07-2016,08:07:51,7,Thursday,Early Morning,TRUE
4417,City,170,Trip Completed,14-07-2016 08:13,14-07-2016 09:07,14-07-2016,08:13:37,14-07-2016,09:07:38,8,Thursday,Morning,TRUE
5756,City,170,Trip Completed,15-07-2016 08:03,15-07-2016 08:51,15-07-2016,08:03:01,15-07-2016,08:51:47,8,Friday,Morning,TRUE
5907,Airport,170,Trip Completed,15-07-2016 09:56,15-07-2016 11:04,15-07-2016,09:56:35,15-07-2016,11:04:43,9,Friday,Morning,TRUE
699,Airport,171,Trip Completed,11-07-2016 14:02,11-07-2016 15:02,11-07-2016,14:02:00,11-07-2016,15:02:00,14,Monday,Afternoon,TRUE
821,City,171,Trip Completed,11-07-2016 17:34,11-07-2016 17:57,11-07-2016,17:34:00,11-07-2016,17:57:00,17,Monday,Evening,TRUE
2085,City,171,Trip Completed,12-07-2016 15:41,12-07-2016 16:27,12-07-2016,15:41:00,12-07-2016,16:27:00,15,Tuesday,Afternoon,TRUE
2346,Airport,171,Trip Completed,12-07-2016 19:17,12-07-2016 20:04,12-07-2016,19:17:00,12-07-2016,20:04:00,19,Tuesday,Evening,TRUE
2704,City,171,Trip Completed,13-07-2016 01:12,13-07-2016 01:58,13-07-2016,01:12:32,13-07-2016,01:58:09,1,Wednesday,Late Night,TRUE
2901,Airport,171,Trip Completed,13-07-2016 06:04,13-07-2016 07:17,13-07-2016,06:04:24,13-07-2016,07:17:36,6,Wednesday,Early Morning,TRUE
3475,City,171,Trip Completed,13-07-2016 17:19,13-07-2016 17:55,13-07-2016,17:19:55,13-07-2016,17:55:50,17,Wednesday,Evening,TRUE
3743,Airport,171,Trip Completed,13-07-2016 20:19,13-07-2016 21:10,13-07-2016,20:19:50,13-07-2016,21:10:17,20,Wednesday,Night,TRUE
5209,Airport,171,Trip Completed,14-07-2016 20:58,14-07-2016 21:59,14-07-2016,20:58:21,14-07-2016,21:59:37,20,Thursday,Night,TRUE
6674,Airport,171,Trip Completed,15-07-2016 22:25,15-07-2016 23:08,15-07-2016,22:25:32,15-07-2016,23:08:33,22,Friday,Night,TRUE
714,City,172,Trip Completed,11-07-2016 14:28,11-07-2016 15:34,11-07-2016,14:28:00,11-07-2016,15:34:00,14,Monday,Afternoon,TRUE
792,Airport,172,Trip Completed,11-07-2016 17:01,11-07-2016 17:44,11-07-2016,17:01:00,11-07-2016,17:44:00,17,Monday,Evening,TRUE
1341,Airport,172,Trip Completed,11-07-2016 23:26,12-07-2016 00:06,11-07-2016,23:26:00,12-07-2016,00:06:00,23,Monday,Night,TRUE
1745,City,172,Trip Completed,12-07-2016 08:22,12-07-2016 09:13,12-07-2016,08:22:00,12-07-2016,09:13:00,8,Tuesday,Morning,TRUE
1971,City,172,Trip Completed,12-07-2016 12:08,12-07-2016 13:25,12-07-2016,12:08:00,12-07-2016,13:25:00,12,Tuesday,Afternoon,TRUE
2632,City,172,Trip Completed,12-07-2016 22:19,12-07-2016 23:21,12-07-2016,22:19:00,12-07-2016,23:21:00,22,Tuesday,Night,TRUE
2935,City,172,Trip Completed,13-07-2016 06:30,13-07-2016 07:01,13-07-2016,06:30:08,13-07-2016,07:01:42,6,Wednesday,Early Morning,TRUE
3142,Airport,172,Trip Completed,13-07-2016 08:50,13-07-2016 09:59,13-07-2016,08:50:45,13-07-2016,09:59:05,8,Wednesday,Morning,TRUE
4516,City,172,Trip Completed,14-07-2016 09:11,14-07-2016 09:57,14-07-2016,09:11:02,14-07-2016,09:57:19,9,Thursday,Morning,TRUE
4605,Airport,172,Trip Completed,14-07-2016 10:14,14-07-2016 11:25,14-07-2016,10:14:36,14-07-2016,11:25:20,10,Thursday,Morning,TRUE
5936,Airport,172,Trip Completed,15-07-2016 10:17,15-07-2016 11:04,15-07-2016,10:17:39,15-07-2016,11:04:32,10,Friday,Morning,TRUE
6621,City,172,Trip Completed,15-07-2016 21:49,15-07-2016 22:30,15-07-2016,21:49:39,15-07-2016,22:30:22,21,Friday,Night,TRUE
752,Airport,173,Trip Completed,11-07-2016 16:03,11-07-2016 17:08,11-07-2016,16:03:00,11-07-2016,17:08:00,16,Monday,Evening,TRUE
1336,City,173,Trip Completed,11-07-2016 23:17,11-07-2016 23:52,11-07-2016,23:17:00,11-07-2016,23:52:00,23,Monday,Night,TRUE
1836,Airport,173,Trip Completed,12-07-2016 09:37,12-07-2016 10:19,12-07-2016,09:37:00,12-07-2016,10:19:00,9,Tuesday,Morning,TRUE
2447,Airport,173,Trip Completed,12-07-2016 20:24,12-07-2016 21:36,12-07-2016,20:24:00,12-07-2016,21:36:00,20,Tuesday,Night,TRUE
3517,Airport,173,Trip Completed,13-07-2016 17:46,13-07-2016 18:35,13-07-2016,17:46:30,13-07-2016,18:35:16,17,Wednesday,Evening,TRUE
3831,Airport,173,Trip Completed,13-07-2016 21:16,13-07-2016 22:16,13-07-2016,21:16:33,13-07-2016,22:16:02,21,Wednesday,Night,TRUE
4136,City,173,Trip Completed,14-07-2016 04:46,14-07-2016 05:21,14-07-2016,04:46:17,14-07-2016,05:21:42,4,Thursday,Early Morning,TRUE
4700,Airport,173,Trip Completed,14-07-2016 13:08,14-07-2016 13:54,14-07-2016,13:08:15,14-07-2016,13:54:59,13,Thursday,Afternoon,TRUE
5484,City,173,Trip Completed,15-07-2016 04:54,15-07-2016 05:47,15-07-2016,04:54:59,15-07-2016,05:47:16,4,Friday,Early Morning,TRUE
5900,City,173,Trip Completed,15-07-2016 09:53,15-07-2016 10:44,15-07-2016,09:53:30,15-07-2016,10:44:45,9,Friday,Morning,TRUE
6634,Airport,173,Trip Completed,15-07-2016 22:03,15-07-2016 22:44,15-07-2016,22:03:00,15-07-2016,22:44:41,22,Friday,Night,TRUE
426,City,174,Trip Completed,11-07-2016 08:48,11-07-2016 09:53,11-07-2016,08:48:00,11-07-2016,09:53:00,8,Monday,Morning,TRUE
1320,City,174,Trip Completed,11-07-2016 22:52,12-07-2016 00:06,11-07-2016,22:52:00,12-07-2016,00:06:00,22,Monday,Night,TRUE
1588,City,174,Trip Completed,12-07-2016 06:32,12-07-2016 07:19,12-07-2016,06:32:00,12-07-2016,07:19:00,6,Tuesday,Early Morning,TRUE
2375,Airport,174,Trip Completed,12-07-2016 19:38,12-07-2016 20:38,12-07-2016,19:38:00,12-07-2016,20:38:00,19,Tuesday,Evening,TRUE
4411,Airport,174,Trip Completed,14-07-2016 08:09,14-07-2016 08:52,14-07-2016,08:09:40,14-07-2016,08:52:11,8,Thursday,Morning,TRUE
4769,Airport,174,Trip Completed,14-07-2016 15:42,14-07-2016 16:41,14-07-2016,15:42:35,14-07-2016,16:41:05,15,Thursday,Afternoon,TRUE
5149,City,174,Trip Completed,14-07-2016 20:27,14-07-2016 21:26,14-07-2016,20:27:10,14-07-2016,21:26:22,20,Thursday,Night,TRUE
5659,City,174,Trip Completed,15-07-2016 07:03,15-07-2016 08:08,15-07-2016,07:03:49,15-07-2016,08:08:48,7,Friday,Early Morning,TRUE
545,City,175,Trip Completed,11-07-2016 10:06,11-07-2016 10:42,11-07-2016,10:06:00,11-07-2016,10:42:00,10,Monday,Morning,TRUE
778,City,175,Trip Completed,11-07-2016 16:39,11-07-2016 17:18,11-07-2016,16:39:00,11-07-2016,17:18:00,16,Monday,Evening,TRUE
1289,City,175,Trip Completed,11-07-2016 22:26,11-07-2016 22:55,11-07-2016,22:26:00,11-07-2016,22:55:00,22,Monday,Night,TRUE
1654,Airport,175,Trip Completed,12-07-2016 07:23,12-07-2016 08:06,12-07-2016,07:23:00,12-07-2016,08:06:00,7,Tuesday,Early Morning,TRUE
1945,Airport,175,Trip Completed,12-07-2016 11:33,12-07-2016 12:44,12-07-2016,11:33:00,12-07-2016,12:44:00,11,Tuesday,Morning,TRUE
2460,City,175,Trip Completed,12-07-2016 20:29,12-07-2016 21:40,12-07-2016,20:29:00,12-07-2016,21:40:00,20,Tuesday,Night,TRUE
2877,Airport,175,Trip Completed,13-07-2016 05:49,13-07-2016 07:03,13-07-2016,05:49:52,13-07-2016,07:03:47,5,Wednesday,Early Morning,TRUE
3264,City,175,Trip Completed,13-07-2016 10:21,13-07-2016 11:31,13-07-2016,10:21:04,13-07-2016,11:31:53,10,Wednesday,Morning,TRUE
3927,City,175,Trip Completed,13-07-2016 22:22,13-07-2016 23:21,13-07-2016,22:22:46,13-07-2016,23:21:28,22,Wednesday,Night,TRUE
5774,City,175,Trip Completed,15-07-2016 08:29,15-07-2016 09:22,15-07-2016,08:29:25,15-07-2016,09:22:31,8,Friday,Morning,TRUE
923,City,176,Trip Completed,11-07-2016 18:26,11-07-2016 19:37,11-07-2016,18:26:00,11-07-2016,19:37:00,18,Monday,Evening,TRUE
1439,City,176,Trip Completed,12-07-2016 04:45,12-07-2016 05:19,12-07-2016,04:45:00,12-07-2016,05:19:00,4,Tuesday,Early Morning,TRUE
2130,City,176,Trip Completed,12-07-2016 17:04,12-07-2016 17:46,12-07-2016,17:04:00,12-07-2016,17:46:00,17,Tuesday,Evening,TRUE
2797,City,176,Trip Completed,13-07-2016 04:53,13-07-2016 06:07,13-07-2016,04:53:36,13-07-2016,06:07:10,4,Wednesday,Early Morning,TRUE
3135,Airport,176,Trip Completed,13-07-2016 08:48,13-07-2016 09:21,13-07-2016,08:48:27,13-07-2016,09:21:33,8,Wednesday,Morning,TRUE
3525,Airport,176,Trip Completed,13-07-2016 17:48,13-07-2016 18:50,13-07-2016,17:48:26,13-07-2016,18:50:29,17,Wednesday,Evening,TRUE
3925,Airport,176,Trip Completed,13-07-2016 22:26,13-07-2016 23:25,13-07-2016,22:26:29,13-07-2016,23:25:18,22,Wednesday,Night,TRUE
4087,City,176,Trip Completed,14-07-2016 02:52,14-07-2016 03:57,14-07-2016,02:52:39,14-07-2016,03:57:26,2,Thursday,Late Night,TRUE
4706,City,176,Trip Completed,14-07-2016 13:14,14-07-2016 14:00,14-07-2016,13:14:44,14-07-2016,14:00:22,13,Thursday,Afternoon,TRUE
5448,Airport,176,Trip Completed,15-07-2016 03:22,15-07-2016 04:27,15-07-2016,03:22:27,15-07-2016,04:27:10,3,Friday,Late Night,TRUE
5645,City,176,Trip Completed,15-07-2016 06:51,15-07-2016 07:35,15-07-2016,06:51:10,15-07-2016,07:35:48,6,Friday,Early Morning,TRUE
5862,City,176,Trip Completed,15-07-2016 09:19,15-07-2016 09:56,15-07-2016,09:19:29,15-07-2016,09:56:53,9,Friday,Morning,TRUE
6079,Airport,176,Trip Completed,15-07-2016 14:21,15-07-2016 15:07,15-07-2016,14:21:50,15-07-2016,15:07:16,14,Friday,Afternoon,TRUE
6648,Airport,176,Trip Completed,15-07-2016 22:04,15-07-2016 23:14,15-07-2016,22:04:52,15-07-2016,23:14:39,22,Friday,Night,TRUE
863,City,177,Trip Completed,11-07-2016 17:55,11-07-2016 18:43,11-07-2016,17:55:00,11-07-2016,18:43:00,17,Monday,Evening,TRUE
1324,City,177,Trip Completed,11-07-2016 22:59,12-07-2016 00:05,11-07-2016,22:59:00,12-07-2016,00:05:00,22,Monday,Night,TRUE
1666,City,177,Trip Completed,12-07-2016 07:37,12-07-2016 08:49,12-07-2016,07:37:00,12-07-2016,08:49:00,7,Tuesday,Early Morning,TRUE
1797,Airport,177,Trip Completed,12-07-2016 09:15,12-07-2016 09:41,12-07-2016,09:15:00,12-07-2016,09:41:00,9,Tuesday,Morning,TRUE
2279,Airport,177,Trip Completed,12-07-2016 18:38,12-07-2016 19:26,12-07-2016,18:38:00,12-07-2016,19:26:00,18,Tuesday,Evening,TRUE
2997,City,177,Trip Completed,13-07-2016 07:10,13-07-2016 07:49,13-07-2016,07:10:45,13-07-2016,07:49:08,7,Wednesday,Early Morning,TRUE
3343,Airport,177,Trip Completed,13-07-2016 12:57,13-07-2016 13:42,13-07-2016,12:57:34,13-07-2016,13:42:02,12,Wednesday,Afternoon,TRUE
3625,Airport,177,Trip Completed,13-07-2016 18:57,13-07-2016 20:01,13-07-2016,18:57:24,13-07-2016,20:01:21,18,Wednesday,Evening,TRUE
4310,City,177,Trip Completed,14-07-2016 06:48,14-07-2016 07:42,14-07-2016,06:48:51,14-07-2016,07:42:31,6,Thursday,Early Morning,TRUE
4750,Airport,177,Trip Completed,14-07-2016 15:09,14-07-2016 16:20,14-07-2016,15:09:22,14-07-2016,16:20:37,15,Thursday,Afternoon,TRUE
5185,Airport,177,Trip Completed,14-07-2016 20:35,14-07-2016 21:49,14-07-2016,20:35:30,14-07-2016,21:49:35,20,Thursday,Night,TRUE
5978,Airport,177,Trip Completed,15-07-2016 11:27,15-07-2016 12:10,15-07-2016,11:27:18,15-07-2016,12:10:16,11,Friday,Morning,TRUE
6073,City,177,Trip Completed,15-07-2016 14:02,15-07-2016 14:50,15-07-2016,14:02:35,15-07-2016,14:50:25,14,Friday,Afternoon,TRUE
455,City,178,Trip Completed,11-07-2016 09:17,11-07-2016 10:12,11-07-2016,09:17:00,11-07-2016,10:12:00,9,Monday,Morning,TRUE
651,Airport,178,Trip Completed,11-07-2016 12:45,11-07-2016 13:25,11-07-2016,12:45:00,11-07-2016,13:25:00,12,Monday,Afternoon,TRUE
742,City,178,Trip Completed,11-07-2016 15:38,11-07-2016 16:25,11-07-2016,15:38:00,11-07-2016,16:25:00,15,Monday,Afternoon,TRUE
828,Airport,178,Trip Completed,11-07-2016 17:35,11-07-2016 18:07,11-07-2016,17:35:00,11-07-2016,18:07:00,17,Monday,Evening,TRUE
1701,City,178,Trip Completed,12-07-2016 07:58,12-07-2016 08:47,12-07-2016,07:58:00,12-07-2016,08:47:00,7,Tuesday,Early Morning,TRUE
1985,City,178,Trip Completed,12-07-2016 12:24,12-07-2016 13:29,12-07-2016,12:24:00,12-07-2016,13:29:00,12,Tuesday,Afternoon,TRUE
2277,City,178,Trip Completed,12-07-2016 18:39,12-07-2016 19:34,12-07-2016,18:39:00,12-07-2016,19:34:00,18,Tuesday,Evening,TRUE
3108,Airport,178,Trip Completed,13-07-2016 08:25,13-07-2016 09:35,13-07-2016,08:25:17,13-07-2016,09:35:25,8,Wednesday,Morning,TRUE
3880,Airport,178,Trip Completed,13-07-2016 21:54,13-07-2016 22:35,13-07-2016,21:54:09,13-07-2016,22:35:57,21,Wednesday,Night,TRUE
4252,City,178,Trip Completed,14-07-2016 06:05,14-07-2016 06:46,14-07-2016,06:05:14,14-07-2016,06:46:37,6,Thursday,Early Morning,TRUE
4646,Airport,178,Trip Completed,14-07-2016 11:49,14-07-2016 12:55,14-07-2016,11:49:01,14-07-2016,12:55:56,11,Thursday,Morning,TRUE
5560,Airport,178,Trip Completed,15-07-2016 05:35,15-07-2016 06:19,15-07-2016,05:35:45,15-07-2016,06:19:44,5,Friday,Early Morning,TRUE
483,City,179,Trip Completed,11-07-2016 09:26,11-07-2016 10:04,11-07-2016,09:26:00,11-07-2016,10:04:00,9,Monday,Morning,TRUE
628,Airport,179,Trip Completed,11-07-2016 12:19,11-07-2016 13:00,11-07-2016,12:19:00,11-07-2016,13:00:00,12,Monday,Afternoon,TRUE
2285,City,179,Trip Completed,12-07-2016 18:34,12-07-2016 19:14,12-07-2016,18:34:00,12-07-2016,19:14:00,18,Tuesday,Evening,TRUE
4024,Airport,179,Trip Completed,13-07-2016 00:06,13-07-2016 00:42,13-07-2016,00:06:34,13-07-2016,00:42:21,0,Wednesday,Late Night,TRUE
2952,City,179,Trip Completed,13-07-2016 06:39,13-07-2016 07:56,13-07-2016,06:39:09,13-07-2016,07:56:00,6,Wednesday,Early Morning,TRUE
4631,Airport,179,Trip Completed,14-07-2016 11:16,14-07-2016 12:24,14-07-2016,11:16:57,14-07-2016,12:24:33,11,Thursday,Morning,TRUE
5200,Airport,179,Trip Completed,14-07-2016 20:48,14-07-2016 21:38,14-07-2016,20:48:33,14-07-2016,21:38:17,20,Thursday,Night,TRUE
5711,City,179,Trip Completed,15-07-2016 07:40,15-07-2016 08:33,15-07-2016,07:40:48,15-07-2016,08:33:56,7,Friday,Early Morning,TRUE
6399,Airport,179,Trip Completed,15-07-2016 19:24,15-07-2016 20:01,15-07-2016,19:24:48,15-07-2016,20:01:58,19,Friday,Evening,TRUE
6453,City,179,Trip Completed,15-07-2016 20:06,15-07-2016 21:02,15-07-2016,20:06:18,15-07-2016,21:02:10,20,Friday,Night,TRUE
788,City,180,Trip Completed,11-07-2016 16:53,11-07-2016 17:54,11-07-2016,16:53:00,11-07-2016,17:54:00,16,Monday,Evening,TRUE
1550,Airport,180,Trip Completed,12-07-2016 06:08,12-07-2016 07:14,12-07-2016,06:08:00,12-07-2016,07:14:00,6,Tuesday,Early Morning,TRUE
2069,Airport,180,Trip Completed,12-07-2016 15:20,12-07-2016 15:55,12-07-2016,15:20:00,12-07-2016,15:55:00,15,Tuesday,Afternoon,TRUE
2593,City,180,Trip Completed,12-07-2016 21:43,12-07-2016 22:35,12-07-2016,21:43:00,12-07-2016,22:35:00,21,Tuesday,Night,TRUE
2943,City,180,Trip Completed,13-07-2016 06:41,13-07-2016 07:15,13-07-2016,06:41:04,13-07-2016,07:15:52,6,Wednesday,Early Morning,TRUE
3649,City,180,Trip Completed,13-07-2016 19:11,13-07-2016 20:21,13-07-2016,19:11:32,13-07-2016,20:21:31,19,Wednesday,Evening,TRUE
3942,Airport,180,Trip Completed,13-07-2016 22:36,13-07-2016 23:42,13-07-2016,22:36:27,13-07-2016,23:42:21,22,Wednesday,Night,TRUE
5512,Airport,180,Trip Completed,15-07-2016 05:10,15-07-2016 05:42,15-07-2016,05:10:25,15-07-2016,05:42:24,5,Friday,Early Morning,TRUE
5752,City,180,Trip Completed,15-07-2016 08:02,15-07-2016 09:09,15-07-2016,08:02:05,15-07-2016,09:09:26,8,Friday,Morning,TRUE
6362,City,180,Trip Completed,15-07-2016 19:05,15-07-2016 19:49,15-07-2016,19:05:36,15-07-2016,19:49:02,19,Friday,Evening,TRUE
1151,Airport,181,Trip Completed,11-07-2016 20:40,11-07-2016 21:38,11-07-2016,20:40:00,11-07-2016,21:38:00,20,Monday,Night,TRUE
1812,Airport,181,Trip Completed,12-07-2016 09:16,12-07-2016 10:09,12-07-2016,09:16:00,12-07-2016,10:09:00,9,Tuesday,Morning,TRUE
1946,Airport,181,Trip Completed,12-07-2016 11:28,12-07-2016 12:32,12-07-2016,11:28:00,12-07-2016,12:32:00,11,Tuesday,Morning,TRUE
2646,City,181,Trip Completed,12-07-2016 22:46,12-07-2016 23:45,12-07-2016,22:46:00,12-07-2016,23:45:00,22,Tuesday,Night,TRUE
3255,Airport,181,Trip Completed,13-07-2016 10:10,13-07-2016 11:20,13-07-2016,10:10:00,13-07-2016,11:20:59,10,Wednesday,Morning,TRUE
