Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Time,Drop Time,Request Hour,Request Day,Trip Completed,Date
585,City,132,Trip Completed,11-07-2016 11:16,07-11-2016 11:57,11:16:00,11:57:00,11,Monday,TRUE,11-07-2016
729,Airport,132,Trip Completed,11-07-2016 15:14,07-11-2016 15:50,15:14:00,15:50:00,15,Monday,TRUE,11-07-2016
1046,Airport,132,Trip Completed,11-07-2016 19:31,07-11-2016 20:12,19:31:00,20:12:00,19,Monday,TRUE,11-07-2016
1663,Airport,132,Trip Completed,12-07-2016 07:33,07-12-2016 08:21,07:33:00,08:21:00,7,Tuesday,TRUE,12-07-2016
4027,City,132,Trip Completed,13-07-2016 00:07,13-07-2016 01:25,00:07:58,01:25:16,0,Wednesday,TRUE,13-07-2016
2876,City,132,Trip Completed,13-07-2016 05:49,13-07-2016 06:27,05:49:57,06:27:39,5,Wednesday,TRUE,13-07-2016
3767,Airport,132,Trip Completed,13-07-2016 20:35,13-07-2016 21:09,20:35:07,21:09:11,20,Wednesday,TRUE,13-07-2016
5948,City,132,Trip Completed,15-07-2016 10:36,15-07-2016 11:36,10:36:47,11:36:14,10,Friday,TRUE,15-07-2016
6027,Airport,132,Trip Completed,15-07-2016 12:46,15-07-2016 13:36,12:46:48,13:36:00,12,Friday,TRUE,15-07-2016
701,City,133,Trip Completed,11-07-2016 14:01,07-11-2016 15:00,14:01:00,15:00:00,14,Monday,TRUE,11-07-2016
1529,City,133,Trip Completed,12-07-2016 05:56,07-12-2016 06:49,05:56:00,06:49:00,5,Tuesday,TRUE,12-07-2016
2060,Airport,133,Trip Completed,12-07-2016 15:04,07-12-2016 15:37,15:04:00,15:37:00,15,Tuesday,TRUE,12-07-2016
2262,City,133,Trip Completed,12-07-2016 18:30,07-12-2016 18:59,18:30:00,18:59:00,18,Tuesday,TRUE,12-07-2016
4425,City,133,Trip Completed,14-07-2016 08:24,14-07-2016 08:58,08:24:55,08:58:52,8,Thursday,TRUE,14-07-2016
4710,City,133,Trip Completed,14-07-2016 13:26,14-07-2016 13:58,13:26:42,13:58:09,13,Thursday,TRUE,14-07-2016
5732,Airport,133,Trip Completed,15-07-2016 07:47,15-07-2016 08:21,07:47:52,08:21:15,7,Friday,TRUE,15-07-2016
142,City,134,Trip Completed,11-07-2016 05:25,07-11-2016 06:19,05:25:00,06:19:00,5,Monday,TRUE,11-07-2016
430,City,134,Trip Completed,11-07-2016 08:49,07-11-2016 09:47,08:49:00,09:47:00,8,Monday,TRUE,11-07-2016
612,Airport,134,Trip Completed,11-07-2016 11:47,07-11-2016 12:37,11:47:00,12:37:00,11,Monday,TRUE,11-07-2016
927,Airport,134,Trip Completed,11-07-2016 18:22,07-11-2016 18:59,18:22:00,18:59:00,18,Monday,TRUE,11-07-2016
1010,City,134,Trip Completed,11-07-2016 19:14,07-11-2016 20:09,19:14:00,20:09:00,19,Monday,TRUE,11-07-2016
1845,Airport,134,Trip Completed,12-07-2016 09:41,07-12-2016 10:52,09:41:00,10:52:00,9,Tuesday,TRUE,12-07-2016
2234,Airport,134,Trip Completed,12-07-2016 18:19,07-12-2016 19:03,18:19:00,19:03:00,18,Tuesday,TRUE,12-07-2016
2633,Airport,134,Trip Completed,12-07-2016 22:18,07-12-2016 23:06,22:18:00,23:06:00,22,Tuesday,TRUE,12-07-2016
4012,Airport,134,Trip Completed,13-07-2016 23:54,14-07-2016 00:37,23:54:19,00:37:22,23,Wednesday,TRUE,13-07-2016
5039,City,134,Trip Completed,14-07-2016 19:20,14-07-2016 19:53,19:20:34,19:53:53,19,Thursday,TRUE,14-07-2016
6760,Airport,134,Trip Completed,15-07-2016 00:03,15-07-2016 00:47,00:03:52,00:47:44,0,Friday,TRUE,15-07-2016
5681,City,134,Trip Completed,15-07-2016 07:17,15-07-2016 07:48,07:17:21,07:48:28,7,Friday,TRUE,15-07-2016
6253,Airport,134,Trip Completed,15-07-2016 18:01,15-07-2016 18:57,18:01:55,18:57:17,18,Friday,TRUE,15-07-2016
6558,Airport,134,Trip Completed,15-07-2016 21:05,15-07-2016 22:05,21:05:27,22:05:47,21,Friday,TRUE,15-07-2016
565,City,135,Trip Completed,11-07-2016 10:19,07-11-2016 11:26,10:19:00,11:26:00,10,Monday,TRUE,11-07-2016
599,Airport,135,Trip Completed,11-07-2016 11:38,07-11-2016 12:45,11:38:00,12:45:00,11,Monday,TRUE,11-07-2016
1772,Airport,135,Trip Completed,12-07-2016 08:54,07-12-2016 09:32,08:54:00,09:32:00,8,Tuesday,TRUE,12-07-2016
3357,Airport,135,Trip Completed,13-07-2016 13:27,13-07-2016 14:15,13:27:44,14:15:43,13,Wednesday,TRUE,13-07-2016
4408,City,135,Trip Completed,14-07-2016 08:02,14-07-2016 08:40,08:02:46,08:40:21,8,Thursday,TRUE,14-07-2016
1363,Airport,136,Trip Completed,11-07-2016 00:00,07-11-2016 01:11,00:00:00,01:11:00,0,Monday,TRUE,11-07-2016
625,Airport,136,Trip Completed,11-07-2016 12:05,07-11-2016 13:15,12:05:00,13:15:00,12,Monday,TRUE,11-07-2016
1636,Airport,136,Trip Completed,12-07-2016 07:17,07-12-2016 07:47,07:17:00,07:47:00,7,Tuesday,TRUE,12-07-2016
2253,Airport,136,Trip Completed,12-07-2016 18:22,07-12-2016 19:31,18:22:00,19:31:00,18,Tuesday,TRUE,12-07-2016
3471,Airport,136,Trip Completed,13-07-2016 17:13,13-07-2016 18:22,17:13:14,18:22:53,17,Wednesday,TRUE,13-07-2016
4402,City,136,Trip Completed,14-07-2016 08:04,14-07-2016 09:10,08:04:44,09:10:17,8,Thursday,TRUE,14-07-2016
458,Airport,137,Trip Completed,11-07-2016 09:12,07-11-2016 10:24,09:12:00,10:24:00,9,Monday,TRUE,11-07-2016
681,City,137,Trip Completed,11-07-2016 13:32,07-11-2016 14:18,13:32:00,14:18:00,13,Monday,TRUE,11-07-2016
1084,Airport,137,Trip Completed,11-07-2016 19:59,07-11-2016 20:33,19:59:00,20:33:00,19,Monday,TRUE,11-07-2016
1896,Airport,137,Trip Completed,12-07-2016 10:23,07-12-2016 11:25,10:23:00,11:25:00,10,Tuesday,TRUE,12-07-2016
3132,Airport,137,Trip Completed,13-07-2016 08:43,13-07-2016 09:54,08:43:36,09:54:19,8,Wednesday,TRUE,13-07-2016
3940,City,137,Trip Completed,13-07-2016 22:23,13-07-2016 23:09,22:23:42,23:09:05,22,Wednesday,TRUE,13-07-2016
4943,Airport,137,Trip Completed,14-07-2016 18:27,14-07-2016 19:22,18:27:08,19:22:11,18,Thursday,TRUE,14-07-2016
5537,Airport,137,Trip Completed,15-07-2016 05:28,15-07-2016 05:55,05:28:13,05:55:18,5,Friday,TRUE,15-07-2016
6310,City,137,Trip Completed,15-07-2016 18:25,15-07-2016 19:01,18:25:32,19:01:48,18,Friday,TRUE,15-07-2016
6587,Airport,137,Trip Completed,15-07-2016 21:24,15-07-2016 22:03,21:24:21,22:03:39,21,Friday,TRUE,15-07-2016
6756,City,137,Trip Completed,15-07-2016 23:57,16-07-2016 00:51,23:57:25,00:51:09,23,Friday,TRUE,15-07-2016
97,City,138,Trip Completed,11-07-2016 05:01,07-11-2016 05:39,05:01:00,05:39:00,5,Monday,TRUE,11-07-2016
1266,Airport,138,Trip Completed,11-07-2016 22:00,07-11-2016 22:55,22:00:00,22:55:00,22,Monday,TRUE,11-07-2016
2118,Airport,138,Trip Completed,12-07-2016 16:41,07-12-2016 17:49,16:41:00,17:49:00,16,Tuesday,TRUE,12-07-2016
2906,Airport,138,Trip Completed,13-07-2016 06:09,13-07-2016 07:16,06:09:40,07:16:02,6,Wednesday,TRUE,13-07-2016
3432,Airport,138,Trip Completed,13-07-2016 16:07,13-07-2016 17:02,16:07:50,17:02:17,16,Wednesday,TRUE,13-07-2016
5921,City,138,Trip Completed,15-07-2016 10:04,15-07-2016 10:42,10:04:07,10:42:07,10,Friday,TRUE,15-07-2016
6192,Airport,138,Trip Completed,15-07-2016 17:12,15-07-2016 18:20,17:12:21,18:20:41,17,Friday,TRUE,15-07-2016
6705,Airport,138,Trip Completed,15-07-2016 22:57,16-07-2016 00:09,22:57:10,00:09:36,22,Friday,TRUE,15-07-2016
242,Airport,139,Trip Completed,11-07-2016 06:31,07-11-2016 07:21,06:31:00,07:21:00,6,Monday,TRUE,11-07-2016
1359,City,139,Trip Completed,11-07-2016 23:51,07-12-2016 00:50,23:51:00,00:50:00,23,Monday,TRUE,11-07-2016
1865,Airport,139,Trip Completed,12-07-2016 09:50,07-12-2016 10:58,09:50:00,10:58:00,9,Tuesday,TRUE,12-07-2016
2024,Airport,139,Trip Completed,12-07-2016 13:55,07-12-2016 14:32,13:55:00,14:32:00,13,Tuesday,TRUE,12-07-2016
2768,Airport,139,Trip Completed,13-07-2016 04:17,13-07-2016 04:45,04:17:53,04:45:45,4,Wednesday,TRUE,13-07-2016
3067,City,139,Trip Completed,13-07-2016 07:59,13-07-2016 09:01,07:59:39,09:01:06,7,Wednesday,TRUE,13-07-2016
3316,Airport,139,Trip Completed,13-07-2016 12:02,13-07-2016 13:02,12:02:32,13:02:04,12,Wednesday,TRUE,13-07-2016
4084,Airport,139,Trip Completed,14-07-2016 02:44,14-07-2016 03:44,02:44:19,03:44:02,2,Thursday,TRUE,14-07-2016
4858,City,139,Trip Completed,14-07-2016 17:33,14-07-2016 18:12,17:33:22,18:12:23,17,Thursday,TRUE,14-07-2016
5566,Airport,139,Trip Completed,15-07-2016 05:43,15-07-2016 06:59,05:43:35,06:59:52,5,Friday,TRUE,15-07-2016
6384,Airport,139,Trip Completed,15-07-2016 19:21,15-07-2016 20:26,19:21:28,20:26:09,19,Friday,TRUE,15-07-2016
2001,Airport,140,Trip Completed,12-07-2016 13:01,07-12-2016 14:00,13:01:00,14:00:00,13,Tuesday,TRUE,12-07-2016
3483,City,140,Trip Completed,13-07-2016 17:23,13-07-2016 18:36,17:23:24,18:36:41,17,Wednesday,TRUE,13-07-2016
3990,Airport,140,Trip Completed,13-07-2016 23:20,13-07-2016 23:50,23:20:17,23:50:57,23,Wednesday,TRUE,13-07-2016
4531,City,140,Trip Completed,14-07-2016 09:29,14-07-2016 10:30,09:29:03,10:30:52,9,Thursday,TRUE,14-07-2016
5518,City,140,Trip Completed,15-07-2016 05:15,15-07-2016 06:16,05:15:31,06:16:58,5,Friday,TRUE,15-07-2016
5869,City,140,Trip Completed,15-07-2016 09:22,15-07-2016 10:11,09:22:44,10:11:52,9,Friday,TRUE,15-07-2016
60,City,141,Trip Completed,11-07-2016 03:57,07-11-2016 04:46,03:57:00,04:46:00,3,Monday,TRUE,11-07-2016
282,City,141,Trip Completed,11-07-2016 06:56,07-11-2016 08:11,06:56:00,08:11:00,6,Monday,TRUE,11-07-2016
1614,Airport,141,Trip Completed,12-07-2016 06:55,07-12-2016 07:30,06:55:00,07:30:00,6,Tuesday,TRUE,12-07-2016
2331,Airport,141,Trip Completed,12-07-2016 19:13,07-12-2016 20:28,19:13:00,20:28:00,19,Tuesday,TRUE,12-07-2016
2825,Airport,141,Trip Completed,13-07-2016 05:14,13-07-2016 05:51,05:14:11,05:51:59,5,Wednesday,TRUE,13-07-2016
3411,Airport,141,Trip Completed,13-07-2016 15:28,13-07-2016 16:36,15:28:43,16:36:40,15,Wednesday,TRUE,13-07-2016
4143,Airport,141,Trip Completed,14-07-2016 04:51,14-07-2016 05:40,04:51:04,05:40:46,4,Thursday,TRUE,14-07-2016
4637,City,141,Trip Completed,14-07-2016 11:29,14-07-2016 12:16,11:29:06,12:16:28,11,Thursday,TRUE,14-07-2016
4729,Airport,141,Trip Completed,14-07-2016 14:04,14-07-2016 15:11,14:04:28,15:11:08,14,Thursday,TRUE,14-07-2016
5318,Airport,141,Trip Completed,14-07-2016 22:08,14-07-2016 22:58,22:08:44,22:58:08,22,Thursday,TRUE,14-07-2016
6619,City,141,Trip Completed,15-07-2016 21:52,15-07-2016 22:46,21:52:30,22:46:08,21,Friday,TRUE,15-07-2016
444,Airport,142,Trip Completed,11-07-2016 09:09,07-11-2016 09:52,09:09:00,09:52:00,9,Monday,TRUE,11-07-2016
1260,Airport,142,Trip Completed,11-07-2016 21:59,07-11-2016 23:10,21:59:00,23:10:00,21,Monday,TRUE,11-07-2016
1976,Airport,142,Trip Completed,12-07-2016 12:18,07-12-2016 13:30,12:18:00,13:30:00,12,Tuesday,TRUE,12-07-2016
2096,Airport,142,Trip Completed,12-07-2016 16:01,07-12-2016 17:04,16:01:00,17:04:00,16,Tuesday,TRUE,12-07-2016
2732,City,142,Trip Completed,13-07-2016 02:33,13-07-2016 03:38,02:33:50,03:38:59,2,Wednesday,TRUE,13-07-2016
5383,City,142,Trip Completed,14-07-2016 00:03,14-07-2016 00:34,00:03:46,00:34:07,0,Thursday,TRUE,14-07-2016
4156,City,142,Trip Completed,14-07-2016 05:07,14-07-2016 06:06,05:07:48,06:06:59,5,Thursday,TRUE,14-07-2016
4761,City,142,Trip Completed,14-07-2016 15:31,14-07-2016 15:52,15:31:28,15:52:43,15,Thursday,TRUE,14-07-2016
6446,Airport,142,Trip Completed,15-07-2016 20:02,15-07-2016 20:53,20:02:19,20:53:07,20,Friday,TRUE,15-07-2016
6610,City,142,Trip Completed,15-07-2016 21:49,15-07-2016 23:01,21:49:16,23:01:42,21,Friday,TRUE,15-07-2016
638,City,143,Trip Completed,11-07-2016 12:30,07-11-2016 13:14,12:30:00,13:14:00,12,Monday,TRUE,11-07-2016
1644,Airport,143,Trip Completed,12-07-2016 07:16,07-12-2016 07:58,07:16:00,07:58:00,7,Tuesday,TRUE,12-07-2016
2040,Airport,143,Trip Completed,12-07-2016 14:25,07-12-2016 14:57,14:25:00,14:57:00,14,Tuesday,TRUE,12-07-2016
2794,City,143,Trip Completed,13-07-2016 04:55,13-07-2016 06:01,04:55:18,06:01:54,4,Wednesday,TRUE,13-07-2016
3172,Airport,143,Trip Completed,13-07-2016 09:13,13-07-2016 10:24,09:13:30,10:24:06,9,Wednesday,TRUE,13-07-2016
6559,Airport,143,Trip Completed,15-07-2016 21:00,15-07-2016 21:58,21:00:38,21:58:22,21,Friday,TRUE,15-07-2016
243,City,144,Trip Completed,11-07-2016 06:34,07-11-2016 07:09,06:34:00,07:09:00,6,Monday,TRUE,11-07-2016
296,Airport,144,Trip Completed,11-07-2016 07:12,07-11-2016 07:54,07:12:00,07:54:00,7,Monday,TRUE,11-07-2016
677,City,144,Trip Completed,11-07-2016 13:26,07-11-2016 13:58,13:26:00,13:58:00,13,Monday,TRUE,11-07-2016
1360,City,144,Trip Completed,11-07-2016 23:54,07-12-2016 01:09,23:54:00,01:09:00,23,Monday,TRUE,11-07-2016
1916,Airport,144,Trip Completed,12-07-2016 10:43,07-12-2016 11:11,10:43:00,11:11:00,10,Tuesday,TRUE,12-07-2016
2397,City,144,Trip Completed,12-07-2016 19:45,07-12-2016 20:19,19:45:00,20:19:00,19,Tuesday,TRUE,12-07-2016
3624,Airport,144,Trip Completed,13-07-2016 18:52,13-07-2016 19:54,18:52:47,19:54:38,18,Wednesday,TRUE,13-07-2016
4799,City,144,Trip Completed,14-07-2016 16:56,14-07-2016 17:48,16:56:18,17:48:47,16,Thursday,TRUE,14-07-2016
5241,City,144,Trip Completed,14-07-2016 21:13,14-07-2016 21:42,21:13:16,21:42:26,21,Thursday,TRUE,14-07-2016
6380,Airport,144,Trip Completed,15-07-2016 19:19,15-07-2016 20:25,19:19:21,20:25:19,19,Friday,TRUE,15-07-2016
998,Airport,145,Trip Completed,11-07-2016 19:01,07-11-2016 19:48,19:01:00,19:48:00,19,Monday,TRUE,11-07-2016
1281,Airport,145,Trip Completed,11-07-2016 22:12,07-11-2016 22:51,22:12:00,22:51:00,22,Monday,TRUE,11-07-2016
2045,Airport,145,Trip Completed,12-07-2016 14:43,07-12-2016 15:06,14:43:00,15:06:00,14,Tuesday,TRUE,12-07-2016
2424,City,145,Trip Completed,12-07-2016 20:03,07-12-2016 21:04,20:03:00,21:04:00,20,Tuesday,TRUE,12-07-2016
3162,Airport,145,Trip Completed,13-07-2016 09:11,13-07-2016 09:38,09:11:48,09:38:07,9,Wednesday,TRUE,13-07-2016
3222,City,145,Trip Completed,13-07-2016 09:51,13-07-2016 10:54,09:51:05,10:54:06,9,Wednesday,TRUE,13-07-2016
4098,City,145,Trip Completed,14-07-2016 03:11,14-07-2016 03:59,03:11:51,03:59:55,3,Thursday,TRUE,14-07-2016
4905,Airport,145,Trip Completed,14-07-2016 18:00,14-07-2016 18:41,18:00:53,18:41:20,18,Thursday,TRUE,14-07-2016
5622,Airport,145,Trip Completed,15-07-2016 06:27,15-07-2016 07:38,06:27:02,07:38:28,6,Friday,TRUE,15-07-2016
318,City,146,Trip Completed,11-07-2016 07:28,07-11-2016 08:43,07:28:00,08:43:00,7,Monday,TRUE,11-07-2016
557,City,146,Trip Completed,11-07-2016 10:15,07-11-2016 11:10,10:15:00,11:10:00,10,Monday,TRUE,11-07-2016
2034,Airport,146,Trip Completed,12-07-2016 14:16,07-12-2016 15:20,14:16:00,15:20:00,14,Tuesday,TRUE,12-07-2016
2392,City,146,Trip Completed,12-07-2016 19:50,07-12-2016 21:04,19:50:00,21:04:00,19,Tuesday,TRUE,12-07-2016
4542,Airport,146,Trip Completed,14-07-2016 09:40,14-07-2016 10:08,09:40:19,10:08:27,9,Thursday,TRUE,14-07-2016
5500,City,146,Trip Completed,15-07-2016 05:00,15-07-2016 06:04,05:00:18,06:04:42,5,Friday,TRUE,15-07-2016
6382,Airport,146,Trip Completed,15-07-2016 19:15,15-07-2016 20:28,19:15:16,20:28:29,19,Friday,TRUE,15-07-2016
6575,City,146,Trip Completed,15-07-2016 21:18,15-07-2016 21:58,21:18:53,21:58:24,21,Friday,TRUE,15-07-2016
1827,Airport,147,Trip Completed,12-07-2016 09:35,07-12-2016 10:24,09:35:00,10:24:00,9,Tuesday,TRUE,12-07-2016
2095,City,147,Trip Completed,12-07-2016 15:56,07-12-2016 16:43,15:56:00,16:43:00,15,Tuesday,TRUE,12-07-2016
3092,Airport,147,Trip Completed,13-07-2016 08:15,13-07-2016 08:50,08:15:35,08:50:48,8,Wednesday,TRUE,13-07-2016
4813,City,147,Trip Completed,14-07-2016 17:17,14-07-2016 18:18,17:17:11,18:18:41,17,Thursday,TRUE,14-07-2016
5164,City,147,Trip Completed,14-07-2016 20:25,14-07-2016 20:54,20:25:24,20:54:03,20,Thursday,TRUE,14-07-2016
6702,City,147,Trip Completed,15-07-2016 22:47,15-07-2016 23:27,22:47:49,23:27:26,22,Friday,TRUE,15-07-2016
429,City,148,Trip Completed,11-07-2016 08:54,07-11-2016 09:47,08:54:00,09:47:00,8,Monday,TRUE,11-07-2016
2681,Airport,148,Trip Completed,12-07-2016 00:10,07-12-2016 01:06,00:10:00,01:06:00,0,Tuesday,TRUE,12-07-2016
3160,City,148,Trip Completed,13-07-2016 09:11,13-07-2016 09:35,09:11:21,09:35:55,9,Wednesday,TRUE,13-07-2016
3400,City,148,Trip Completed,13-07-2016 15:04,13-07-2016 16:09,15:04:14,16:09:31,15,Wednesday,TRUE,13-07-2016
3889,Airport,148,Trip Completed,13-07-2016 21:53,13-07-2016 22:32,21:53:41,22:32:43,21,Wednesday,TRUE,13-07-2016
4151,City,148,Trip Completed,14-07-2016 04:58,14-07-2016 06:08,04:58:39,06:08:38,4,Thursday,TRUE,14-07-2016
4738,Airport,148,Trip Completed,14-07-2016 14:44,14-07-2016 15:58,14:44:09,15:58:17,14,Thursday,TRUE,14-07-2016
4963,Airport,148,Trip Completed,14-07-2016 18:35,14-07-2016 19:50,18:35:15,19:50:38,18,Thursday,TRUE,14-07-2016
311,Airport,149,Trip Completed,11-07-2016 07:27,07-11-2016 08:08,07:27:00,08:08:00,7,Monday,TRUE,11-07-2016
928,City,149,Trip Completed,11-07-2016 18:29,07-11-2016 19:15,18:29:00,19:15:00,18,Monday,TRUE,11-07-2016
1468,City,149,Trip Completed,12-07-2016 05:09,07-12-2016 06:06,05:09:00,06:06:00,5,Tuesday,TRUE,12-07-2016
2677,City,149,Trip Completed,12-07-2016 23:54,13-07-2016 00:31,23:54:00,00:31:24,23,Tuesday,TRUE,12-07-2016
2916,City,149,Trip Completed,13-07-2016 06:12,13-07-2016 07:23,06:12:41,07:23:57,6,Wednesday,TRUE,13-07-2016
4663,City,149,Trip Completed,14-07-2016 12:16,14-07-2016 12:59,12:16:57,12:59:56,12,Thursday,TRUE,14-07-2016
6741,City,149,Trip Completed,15-07-2016 23:42,16-07-2016 00:09,23:42:11,00:09:09,23,Friday,TRUE,15-07-2016
48,City,150,Trip Completed,11-07-2016 03:14,07-11-2016 04:19,03:14:00,04:19:00,3,Monday,TRUE,11-07-2016
838,City,150,Trip Completed,11-07-2016 17:43,07-11-2016 18:41,17:43:00,18:41:00,17,Monday,TRUE,11-07-2016
1657,Airport,150,Trip Completed,12-07-2016 07:29,07-12-2016 08:12,07:29:00,08:12:00,7,Tuesday,TRUE,12-07-2016
2032,Airport,150,Trip Completed,12-07-2016 14:14,07-12-2016 15:20,14:14:00,15:20:00,14,Tuesday,TRUE,12-07-2016
3507,City,150,Trip Completed,13-07-2016 17:38,13-07-2016 18:21,17:38:09,18:21:38,17,Wednesday,TRUE,13-07-2016
3780,City,150,Trip Completed,13-07-2016 20:45,13-07-2016 21:27,20:45:38,21:27:07,20,Wednesday,TRUE,13-07-2016
6180,City,150,Trip Completed,15-07-2016 17:02,15-07-2016 17:48,17:02:22,17:48:25,17,Friday,TRUE,15-07-2016
6615,City,150,Trip Completed,15-07-2016 21:46,15-07-2016 22:22,21:46:01,22:22:19,21,Friday,TRUE,15-07-2016
797,City,151,Trip Completed,11-07-2016 17:16,07-11-2016 18:12,17:16:00,18:12:00,17,Monday,TRUE,11-07-2016
1564,City,151,Trip Completed,12-07-2016 06:18,07-12-2016 07:14,06:18:00,07:14:00,6,Tuesday,TRUE,12-07-2016
2075,City,151,Trip Completed,12-07-2016 15:31,07-12-2016 16:47,15:31:00,16:47:00,15,Tuesday,TRUE,12-07-2016
2822,City,151,Trip Completed,13-07-2016 05:14,13-07-2016 05:50,05:14:57,05:50:39,5,Wednesday,TRUE,13-07-2016
3387,City,151,Trip Completed,13-07-2016 14:36,13-07-2016 15:22,14:36:48,15:22:23,14,Wednesday,TRUE,13-07-2016
4315,City,151,Trip Completed,14-07-2016 06:46,14-07-2016 07:33,06:46:52,07:33:32,6,Thursday,TRUE,14-07-2016
5549,Airport,151,Trip Completed,15-07-2016 05:29,15-07-2016 06:15,05:29:41,06:15:39,5,Friday,TRUE,15-07-2016
6284,City,151,Trip Completed,15-07-2016 18:18,15-07-2016 19:10,18:18:32,19:10:07,18,Friday,TRUE,15-07-2016
6403,Airport,151,Trip Completed,15-07-2016 19:25,15-07-2016 20:15,19:25:57,20:15:49,19,Friday,TRUE,15-07-2016
6684,Airport,151,Trip Completed,15-07-2016 22:34,15-07-2016 23:27,22:34:04,23:27:31,22,Friday,TRUE,15-07-2016
451,City,152,Trip Completed,11-07-2016 09:10,07-11-2016 10:10,09:10:00,10:10:00,9,Monday,TRUE,11-07-2016
588,City,152,Trip Completed,11-07-2016 11:20,07-11-2016 11:53,11:20:00,11:53:00,11,Monday,TRUE,11-07-2016
671,Airport,152,Trip Completed,11-07-2016 13:16,07-11-2016 14:08,13:16:00,14:08:00,13,Monday,TRUE,11-07-2016
1369,Airport,152,Trip Completed,12-07-2016 00:15,07-12-2016 00:53,00:15:00,00:53:00,0,Tuesday,TRUE,12-07-2016
1688,City,152,Trip Completed,12-07-2016 07:51,07-12-2016 08:21,07:51:00,08:21:00,7,Tuesday,TRUE,12-07-2016
2861,City,152,Trip Completed,13-07-2016 05:38,13-07-2016 06:49,05:38:59,06:49:02,5,Wednesday,TRUE,13-07-2016
3354,City,152,Trip Completed,13-07-2016 13:25,13-07-2016 14:39,13:25:02,14:39:48,13,Wednesday,TRUE,13-07-2016
5141,Airport,152,Trip Completed,14-07-2016 20:15,14-07-2016 21:00,20:15:33,21:00:35,20,Thursday,TRUE,14-07-2016
5460,Airport,152,Trip Completed,15-07-2016 04:06,15-07-2016 04:52,04:06:50,04:52:36,4,Friday,TRUE,15-07-2016
5904,City,152,Trip Completed,15-07-2016 10:00,15-07-2016 10:34,10:00:46,10:34:28,10,Friday,TRUE,15-07-2016
5973,Airport,152,Trip Completed,15-07-2016 11:10,15-07-2016 12:12,11:10:28,12:12:23,11,Friday,TRUE,15-07-2016
704,Airport,153,Trip Completed,11-07-2016 14:12,07-11-2016 15:06,14:12:00,15:06:00,14,Monday,TRUE,11-07-2016
785,City,153,Trip Completed,11-07-2016 16:49,07-11-2016 17:24,16:49:00,17:24:00,16,Monday,TRUE,11-07-2016
2631,Airport,153,Trip Completed,12-07-2016 22:18,07-12-2016 23:07,22:18:00,23:07:00,22,Tuesday,TRUE,12-07-2016
2911,Airport,153,Trip Completed,13-07-2016 06:09,13-07-2016 06:59,06:09:39,06:59:42,6,Wednesday,TRUE,13-07-2016
3360,Airport,153,Trip Completed,13-07-2016 13:37,13-07-2016 14:20,13:37:08,14:20:54,13,Wednesday,TRUE,13-07-2016
3667,Airport,153,Trip Completed,13-07-2016 19:23,13-07-2016 20:11,19:23:18,20:11:22,19,Wednesday,TRUE,13-07-2016
4624,Airport,153,Trip Completed,14-07-2016 11:05,14-07-2016 11:53,11:05:37,11:53:49,11,Thursday,TRUE,14-07-2016
604,City,154,Trip Completed,11-07-2016 11:44,07-11-2016 12:49,11:44:00,12:49:00,11,Monday,TRUE,11-07-2016
1464,Airport,154,Trip Completed,12-07-2016 05:03,07-12-2016 06:03,05:03:00,06:03:00,5,Tuesday,TRUE,12-07-2016
1810,City,154,Trip Completed,12-07-2016 09:18,07-12-2016 09:54,09:18:00,09:54:00,9,Tuesday,TRUE,12-07-2016
2009,City,154,Trip Completed,12-07-2016 13:25,07-12-2016 14:33,13:25:00,14:33:00,13,Tuesday,TRUE,12-07-2016
2166,City,154,Trip Completed,12-07-2016 17:30,07-12-2016 18:35,17:30:00,18:35:00,17,Tuesday,TRUE,12-07-2016
5379,City,154,Trip Completed,14-07-2016 23:51,15-07-2016 01:04,23:51:31,01:04:40,23,Thursday,TRUE,14-07-2016
1367,City,155,Trip Completed,11-07-2016 00:05,07-11-2016 01:06,00:05:00,01:06:00,0,Monday,TRUE,11-07-2016
447,City,155,Trip Completed,11-07-2016 09:07,07-11-2016 09:57,09:07:00,09:57:00,9,Monday,TRUE,11-07-2016
1682,City,155,Trip Completed,12-07-2016 07:47,07-12-2016 08:38,07:47:00,08:38:00,7,Tuesday,TRUE,12-07-2016
2043,Airport,155,Trip Completed,12-07-2016 14:30,07-12-2016 15:21,14:30:00,15:21:00,14,Tuesday,TRUE,12-07-2016
2796,Airport,155,Trip Completed,13-07-2016 04:49,13-07-2016 05:29,04:49:07,05:29:40,4,Wednesday,TRUE,13-07-2016
3945,City,155,Trip Completed,13-07-2016 22:33,13-07-2016 23:16,22:33:31,23:16:43,22,Wednesday,TRUE,13-07-2016
4196,City,155,Trip Completed,14-07-2016 05:29,14-07-2016 06:36,05:29:40,06:36:39,5,Thursday,TRUE,14-07-2016
5174,City,155,Trip Completed,14-07-2016 20:29,14-07-2016 21:24,20:29:43,21:24:38,20,Thursday,TRUE,14-07-2016
5480,City,155,Trip Completed,15-07-2016 04:51,15-07-2016 06:03,04:51:02,06:03:45,4,Friday,TRUE,15-07-2016
5883,Airport,155,Trip Completed,15-07-2016 09:39,15-07-2016 10:48,09:39:54,10:48:56,9,Friday,TRUE,15-07-2016
6013,Airport,155,Trip Completed,15-07-2016 12:26,15-07-2016 13:03,12:26:51,13:03:34,12,Friday,TRUE,15-07-2016
